date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:58:12	187208/187208	---M--	200	added ('OK')	font/ttf	date:Fri,%2024%20Mar%202023%2003:16:26%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/webfonts/fa-brands-400.ttf	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/css/all.min.css)
04:58:13	63952/63952	---M--	200	added ('OK')	font/ttf	date:Fri,%2024%20Mar%202023%2003:16:26%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/webfonts/fa-regular-400.ttf	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/css/all.min.css)
04:58:14	4564/4564	---M--	200	added ('OK')	font/woff2	date:Fri,%2024%20Mar%202023%2003:16:26%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/webfonts/fa-v4compatibility.woff2	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/webfonts/fa-v4compatibility.woff2	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/css/all.min.css)
04:58:14	150124/150124	---M--	200	added ('OK')	font/woff2	date:Fri,%2024%20Mar%202023%2003:16:26%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/webfonts/fa-solid-900.woff2	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/css/all.min.css)
04:58:14	10172/10172	---M--	200	added ('OK')	font/ttf	date:Fri,%2024%20Mar%202023%2003:16:26%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/webfonts/fa-v4compatibility.ttf	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/webfonts/fa-v4compatibility.ttf	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/css/all.min.css)
04:58:16	260/260	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2003%20Jan%202024%2001:08:52%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/line.svg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/line.svg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/css/custom.css)
04:58:17	226693/226693	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202024%2019:00:52%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/section-color-bg-img.png	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/section-color-bg-img.png	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/css/custom.css)
04:58:17	640776/640776	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Feb%202024%2021:41:06%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/home-hero-bg-img.jpg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/home-hero-bg-img.jpg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/css/custom.css)
04:58:17	207/207	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2005%20Jan%202024%2021:09:54%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-dot.svg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-dot.svg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/css/custom.css)
04:58:17	394628/394628	---M--	200	added ('OK')	font/ttf	date:Fri,%2024%20Mar%202023%2003:16:26%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/webfonts/fa-solid-900.ttf	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/css/all.min.css)
04:58:19	52149/52149	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:33:18%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/footer-newsletter-bg-img.jpg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/footer-newsletter-bg-img.jpg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/css/custom.css)
04:58:20	647830/647830	---M--	200	added ('OK')	image/jpeg	date:Fri,%2005%20Jan%202024%2021:08:18%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/why-choose-us-bg-img.jpg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/why-choose-us-bg-img.jpg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/css/custom.css)
04:58:29	739778/739778	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Feb%202024%2017:50:46%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/service-hero.jpg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/service-hero.jpg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/css/custom.css)
04:58:29	1008129/1008129	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Feb%202024%2017:50:46%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/subpage-hero-img.jpg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/subpage-hero-img.jpg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/css/custom.css)
04:58:29	655279/655279	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Feb%202024%2017:50:46%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/contactus-hero.jpg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/contactus-hero.jpg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/css/custom.css)
04:58:29	688420/688420	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Feb%202024%2017:50:46%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/about-info-video-img.jpg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/about-info-video-img.jpg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/about.html)
04:58:32	3819/3819	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Feb%202024%2002:11:18%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-vision.svg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-vision.svg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/about.html)
04:58:32	279173/279173	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Feb%202024%2017:50:46%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/our-vision-img.jpg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/our-vision-img.jpg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/about.html)
04:58:33	2749/2749	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Feb%202024%2002:11:38%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-mission.svg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-mission.svg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/about.html)
04:58:33	5057/5057	---M--	200	added ('OK')	image/png	date:Wed,%2010%20Jan%202024%2023:50:40%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/awards-1.png	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/awards-1.png	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/about.html)
04:58:34	5031/5031	---M--	200	added ('OK')	image/png	date:Wed,%2010%20Jan%202024%2023:50:48%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/awards-2.png	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/awards-2.png	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/about.html)
04:58:34	4966/4966	---M--	200	added ('OK')	image/png	date:Wed,%2010%20Jan%202024%2023:50:52%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/awards-3.png	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/awards-3.png	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/about.html)
04:58:34	304924/304924	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Feb%202024%2017:50:46%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/our-mission-img.jpg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/our-mission-img.jpg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/about.html)
04:58:34	4590/4590	---M--	200	added ('OK')	image/png	date:Wed,%2010%20Jan%202024%2023:50:58%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/awards-4.png	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/awards-4.png	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/about.html)
04:58:35	3948/3948	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2013%20Feb%202024%2018:05:26%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-services-4.svg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-services-4.svg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/services.html)
04:58:36	365845/365845	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Feb%202024%2022:04:00%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/services-4.jpg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/services-4.jpg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/services.html)
04:58:37	338284/338284	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Feb%202024%2022:08:16%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/services-5.jpg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/services-5.jpg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/services.html)
04:58:37	7705/7705	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2013%20Feb%202024%2018:05:26%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-services-5.svg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-services-5.svg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/services.html)
04:58:37	5065/5065	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2013%20Feb%202024%2018:05:26%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-services-6.svg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-services-6.svg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/services.html)
04:58:38	1808/1808	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2013%20Jan%202024%2017:48:16%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-health-insurance-color.svg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-health-insurance-color.svg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/services-single.html)
04:58:38	149039/149039	---M--	200	added ('OK')	image/png	date:Thu,%2011%20Jan%202024%2002:01:36%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/service-our-benefit-img.png	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/service-our-benefit-img.png	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/services.html)
04:58:38	3404/3404	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2013%20Jan%202024%2017:49:10%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-car-insurance-color.svg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-car-insurance-color.svg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/services-single.html)
04:58:39	345224/345224	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Feb%202024%2022:08:58%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/services-6.jpg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/services-6.jpg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/services.html)
04:58:39	5110/5110	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2013%20Jan%202024%2018:18:00%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-home-insurance-color.svg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-home-insurance-color.svg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/services-single.html)
04:58:39	3937/3937	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2013%20Jan%202024%2017:49:32%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-life-insurance-color.svg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-life-insurance-color.svg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/services-single.html)
04:58:40	6965/6965	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2013%20Jan%202024%2017:49:52%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-travel-insurance-color.svg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-travel-insurance-color.svg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/services-single.html)
04:58:40	5081/5081	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2013%20Jan%202024%2017:50:12%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-business-insurance-color.svg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-business-insurance-color.svg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/services-single.html)
04:58:41	38804/38804	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Jan%202024%2017:46:48%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/need-help-women-image.png	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/need-help-women-image.png	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/services-single.html)
04:58:41	1632/1632	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2013%20Jan%202024%2018:09:34%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-location-color.svg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-location-color.svg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/services-single.html)
04:58:41	2890/2890	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2013%20Jan%202024%2018:09:50%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-phone-color.svg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-phone-color.svg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/services-single.html)
04:58:41	692/692	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2013%20Jan%202024%2018:10:08%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-mail-color.svg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-mail-color.svg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/services-single.html)
04:58:44	617846/617846	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Feb%202024%2017:50:46%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/services-single-content-img.jpg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/services-single-content-img.jpg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/services-single.html)
04:58:46	757307/757307	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Feb%202024%2023:11:20%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/post-4.jpg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/post-4.jpg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/blog.html)
04:58:46	12778/12778	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2022%20Feb%202024%2018:40:52%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/404-error-img.svg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/404-error-img.svg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/404.html)
04:58:46	281046/281046	---M--	200	added ('OK')	image/jpeg	date:Tue,%2016%20Jan%202024%2000:12:58%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/blog-feature-img.jpg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/blog-feature-img.jpg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/blog-single.html)
04:58:48	657957/657957	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Feb%202024%2023:12:12%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/post-6.jpg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/post-6.jpg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/blog.html)
04:58:49	418394/418394	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Feb%202024%2022:26:52%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/team-4.jpg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/team-4.jpg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/team.html)
04:58:49	404231/404231	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Feb%202024%2022:27:28%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/team-5.jpg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/team-5.jpg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/team.html)
04:58:50	420519/420519	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Feb%202024%2022:27:50%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/team-6.jpg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/team-6.jpg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/team.html)
04:58:50	1679/1679	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2015%20Jan%202024%2023:28:04%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-location.svg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-location.svg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/contact.html)
04:58:50	1406428/1406428	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Feb%202024%2023:11:42%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/post-5.jpg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/post-5.jpg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/blog.html)
04:58:50	2867/2867	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2015%20Jan%202024%2023:59:36%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-phone.svg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-phone.svg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/contact.html)
04:58:51	725/725	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2015%20Jan%202024%2023:27:32%20GMT	https://demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-mail.svg	C:/My%20Web%20Sites/pagina3/demo.awaikenthemes.com/html-preview/zorvixa/html/images/icon-mail.svg	(from https://demo.awaikenthemes.com/html-preview/zorvixa/html/contact.html)
